Date,Open,High,Low,Close,Volume,Adj Close,CloseNext,DailyReturn
2016-01-08,133.179993,133.820007,131.320007,131.630005,4762700,129.05363,133.229996,1.599991
2016-01-07,133.699997,135.020004,132.429993,132.860001,7025800,130.259551,131.630005,-1.229996
2016-01-06,134.380005,135.580002,133.619995,135.169998,4310900,132.524336,132.860001,-2.309997
2016-01-05,136.759995,136.889999,134.850006,135.850006,3924800,133.191034,135.169998,-0.680008
2016-01-04,135.600006,135.970001,134.240005,135.949997,5229400,133.289068,135.850006,-0.099991
2015-12-31,139.070007,139.100006,137.570007,137.619995,3462100,134.926379,135.949997,-1.669998
2015-12-30,139.580002,140.440002,139.220001,139.339996,2989400,136.612715,137.619995,-1.720001
2015-12-29,138.25,140.059998,138.199997,139.779999,3943700,137.044105,139.339996,-0.440003
2015-12-28,137.740005,138.039993,136.539993,137.610001,3143400,134.91658,139.779999,2.169998
2015-12-24,138.429993,138.880005,138.110001,138.25,1495200,135.544053,137.610001,-0.639999
2015-12-23,138.300003,139.309998,138.110001,138.539993,5164900,135.82837,138.25,-0.289993
2015-12-22,135.880005,138.190002,135.649994,137.929993,4263800,135.230309,138.539993,0.61
2015-12-21,135.830002,135.830002,134.020004,135.5,5617500,132.847878,137.929993,2.429993
2015-12-18,136.410004,136.960007,134.270004,134.899994,10026100,132.259616,135.5,0.600006
2015-12-17,139.350006,139.5,136.309998,136.75,4089500,134.073412,134.899994,-1.850006
2015-12-16,139.119995,139.649994,137.789993,139.289993,4345500,136.563691,136.75,-2.539993
2015-12-15,137.399994,138.970001,137.279999,137.789993,4207900,135.09305,139.289993,1.5
2015-12-14,135.309998,136.139999,134.020004,135.929993,5143800,133.269455,137.789993,1.86
2015-12-11,135.229996,135.440002,133.910004,134.570007,5333800,131.936088,135.929993,1.359986
2015-12-10,137.029999,137.850006,135.720001,136.779999,4222300,134.102824,134.570007,-2.209992
2015-12-09,137.380005,139.839996,136.229996,136.610001,4615000,133.936153,136.779999,0.169998
2015-12-08,138.279999,139.059998,137.529999,138.050003,3905200,135.34797,136.610001,-1.440002
2015-12-07,140.160004,140.410004,138.809998,139.550003,3279400,136.818611,138.050003,-1.5
2015-12-04,138.089996,141.020004,137.990005,140.429993,4571600,137.681377,139.550003,-0.87999
2015-12-03,140.100006,140.729996,138.190002,138.919998,5909600,136.200937,140.429993,1.509995
2015-12-02,140.929993,141.210007,139.5,139.699997,3725400,136.965669,138.919998,-0.779999
2015-12-01,139.580002,141.399994,139.580002,141.279999,4195100,138.514746,139.699997,-1.580002
2015-11-30,138.610001,139.899994,138.520004,139.419998,4545600,136.691151,141.279999,1.860001
2015-11-27,138,138.809998,137.210007,138.460007,1415800,135.749949,139.419998,0.959991
2015-11-25,138.369995,138.429993,137.380005,138,3238200,135.298946,138.460007,0.460007
2015-11-24,137.649994,139.339996,137.309998,138.600006,3407700,135.887208,138,-0.600006
2015-11-23,138.529999,138.869995,137.119995,138.460007,5137900,135.749949,138.600006,0.139999
2015-11-20,137.369995,138.919998,137.25,138.5,5176400,135.78916,138.460007,-0.039993
2015-11-19,136.210007,137.740005,136.009995,136.740005,4753600,134.063613,138.5,1.759995
2015-11-18,134.789993,135.910004,134.259995,135.820007,4149200,133.161622,136.740005,0.919998
2015-11-17,134.220001,134.820007,133.309998,133.820007,2815100,131.200768,135.820007,2
2015-11-16,131.789993,134.089996,131.789993,133.710007,4190800,131.09292,133.820007,0.11
2015-11-13,132.949997,133,131.649994,131.75,4613800,129.171276,133.710007,1.960007
2015-11-12,134.699997,134.699997,133.009995,133.039993,4701400,130.436021,131.75,-1.289993
2015-11-11,136.089996,136.199997,134.5,135.020004,3164800,132.377277,133.039993,-1.980011
2015-11-10,135.360001,135.740005,134.119995,135.470001,4520800,132.818467,135.020004,-0.449997
2015-11-09,137.919998,138.080002,134.880005,135.309998,8075600,132.661595,135.470001,0.160003
2015-11-06,138.600006,139.550003,137.869995,138.25,4744900,135.544053,135.309998,-2.940002
2015-11-05,141.610001,142.380005,139.630005,139.889999,5096900,135.8774,138.25,-1.639999
2015-11-04,142.550003,142.649994,141.300003,141.630005,3516900,137.567495,139.889999,-1.740006
2015-11-03,140.020004,142.800003,139.899994,141.880005,4349400,137.810324,141.630005,-0.25
2015-11-02,140.5,140.520004,139.570007,140.369995,3822200,136.343628,141.880005,1.51001
2015-10-30,140.440002,141.330002,139.899994,140.080002,3984000,136.061953,140.369995,0.289993
2015-10-29,140.360001,140.820007,139.020004,140.550003,3710400,136.518472,140.080002,-0.470001
2015-10-28,137.919998,141.229996,137.5,140.830002,8511400,136.79044,140.550003,-0.279999
2015-10-27,143.509995,143.830002,137.330002,137.860001,15008500,133.90563,140.830002,2.970001
2015-10-26,144.75,145,143.210007,143.660004,3489400,139.539266,137.860001,-5.800003
2015-10-23,144.610001,145.490005,143.699997,144.679993,5370400,140.529997,143.660004,-1.019989
2015-10-22,141.740005,145.070007,141.619995,144.089996,5583200,139.956925,144.679993,0.589997
2015-10-21,140.25,142.660004,139.300003,140.919998,6990600,136.877855,144.089996,3.169998
2015-10-20,142.490005,142.880005,140.270004,140.639999,16025600,136.605887,140.919998,0.279999
2015-10-19,149.850006,149.970001,148.380005,149.220001,7954700,144.939781,140.639999,-8.580002
2015-10-16,150.449997,151.199997,149.259995,150.389999,3454000,146.076219,149.220001,-1.169998
2015-10-15,150.910004,151.240005,148.580002,150.089996,3476200,145.784821,150.389999,0.300003
2015-10-14,149.600006,150.649994,149.020004,150.009995,3353000,145.707114,150.089996,0.080001
2015-10-13,150.779999,150.779999,149.179993,149.619995,3915700,145.328301,150.009995,0.39
2015-10-12,152.399994,152.580002,150.850006,151.139999,3227600,146.804706,149.619995,-1.520004
2015-10-09,152.460007,153.149994,151.270004,152.389999,3531100,148.018851,151.139999,-1.25
2015-10-08,149.690002,153.020004,149.289993,152.279999,4794400,147.912005,152.389999,0.11
2015-10-07,150.039993,150.729996,148.860001,150.089996,2980800,145.784821,152.279999,2.190003
2015-10-06,149.059998,150.149994,148.490005,148.779999,3018100,144.512399,150.089996,1.309997
2015-10-05,145.820007,149.889999,145.820007,149.039993,5131800,144.764936,148.779999,-0.259994
2015-10-02,141.050003,144.589996,140.559998,144.580002,3054400,140.432875,149.039993,4.459991
2015-10-01,145.309998,145.669998,141.589996,143.589996,3880900,139.471267,144.580002,0.990006
2015-09-30,143.690002,145.710007,143.660004,144.970001,3946200,140.811687,143.589996,-1.380005
2015-09-29,141.990005,142.660004,141.149994,142.470001,4763500,138.383397,144.970001,2.5
2015-09-28,144.419998,145.380005,142.470001,142.520004,4317300,138.431966,142.470001,-0.050003
2015-09-25,145.550003,146.270004,144.529999,145.419998,3474400,141.248777,142.520004,-2.899994
2015-09-24,142.600006,145.070007,141.949997,144.410004,3280300,140.267753,145.419998,1.009994
2015-09-23,144.210007,144.570007,142.75,143.660004,2674200,139.539266,144.410004,0.75
2015-09-22,144.619995,145.059998,143.770004,144.429993,3564100,140.287168,143.660004,-0.769989
2015-09-21,145.389999,146.979996,144.919998,146.479996,3825000,142.278369,144.429993,-2.050003
2015-09-18,146.050003,146.389999,143.979996,144.509995,7975800,140.364876,146.479996,1.970001
2015-09-17,148.100006,149.679993,147.300003,148.139999,4003000,143.890758,144.509995,-3.630004
2015-09-16,147.839996,148.889999,147.539993,148.410004,2799200,144.153017,148.139999,-0.270005
2015-09-15,146.600006,147.929993,145.759995,147.529999,2717100,143.298254,148.410004,0.880005
2015-09-14,147.369995,147.369995,145.410004,145.649994,3226700,141.472175,147.529999,1.880005
2015-09-11,145.910004,147.5,145.669998,147.369995,3115100,143.14284,145.649994,-1.720001
2015-09-10,145.850006,147.160004,144.509995,146.199997,3461700,142.006402,147.369995,1.169998
2015-09-09,148.740005,149.039993,144.850006,145.050003,3407800,140.889395,146.199997,1.149994
2015-09-08,145.860001,147.339996,145.660004,147.229996,3933300,143.006856,145.050003,-2.179993
2015-09-04,144.570007,145.399994,143.320007,143.699997,4201100,139.578112,147.229996,3.529999
2015-09-03,146.050003,148.029999,145.770004,146.779999,3603500,142.569767,143.699997,-3.080002
2015-09-02,144.740005,145.080002,143.179993,145.050003,4252000,140.889395,146.779999,1.729996
2015-09-01,144.910004,144.979996,141.850006,142.679993,5272000,138.587365,145.050003,2.37001
2015-08-31,147.380005,148.399994,146.259995,147.889999,4093100,143.647928,142.679993,-5.210006
2015-08-28,147.75,148.199997,147.179993,147.979996,4076300,143.735343,147.889999,-0.089997
2015-08-27,148.5,148.970001,145.660004,148.539993,4976600,144.279278,147.979996,-0.559997
2015-08-26,144.089996,146.979996,142.139999,146.699997,6221800,142.49206,148.539993,1.839996
2015-08-25,146.940002,147.110001,140.619995,140.960007,7073200,136.916715,146.699997,5.73999
2015-08-24,143.470001,147.759995,143,143.470001,10189700,139.354713,140.960007,-2.509994
2015-08-21,151.5,153.190002,148.699997,148.850006,7362100,144.580398,143.470001,-5.380005
2015-08-20,152.740005,153.910004,152.5,152.660004,4011500,148.28111,148.850006,-3.809998
2015-08-19,155.149994,155.669998,153.410004,153.940002,4206400,149.524394,152.660004,-1.279998
2015-08-18,155.509995,156.520004,155.25,156.009995,2018300,151.53501,153.940002,-2.069993
2015-08-17,155.199997,156.690002,154.699997,156.309998,2249600,151.826408,156.009995,-0.300003
2015-08-14,155,156.210007,154.580002,155.75,3226400,151.282473,156.309998,0.559998
2015-08-13,156.059998,156.089996,154.320007,155.070007,2533400,150.621985,155.75,0.679993
2015-08-12,154.259995,156.520004,153.949997,156.160004,3560300,151.680716,155.070007,-1.089997
2015-08-11,155.960007,155.990005,154.860001,155.509995,3167100,151.049352,156.160004,0.650009
2015-08-10,156.770004,157.470001,156.119995,156.75,4613400,152.253789,155.509995,-1.240005
2015-08-07,155.889999,156.25,154.339996,155.119995,3794900,150.670539,156.75,1.630005
2015-08-06,157.130005,157.539993,156.179993,156.320007,3004800,151.83613,155.119995,-1.200012
2015-08-05,159.100006,159.539993,157.479996,157.899994,3472800,152.108084,156.320007,-1.579987
2015-08-04,158.399994,158.820007,156.869995,157.600006,5260600,151.8191,157.899994,0.299988
2015-08-03,161.699997,161.850006,157.899994,158.710007,4615700,152.888384,157.600006,-1.110001
2015-07-31,161.399994,162.059998,160.630005,161.990005,3580200,156.04807,158.710007,-3.279998
2015-07-30,160.5,161.399994,159.75,160.960007,1994700,155.055852,161.990005,1.029998
2015-07-29,160,161.5,159.389999,161.089996,3378400,155.181074,160.960007,-0.129989
2015-07-28,159.910004,160.190002,158.5,160.050003,2721000,154.179229,161.089996,1.039993
2015-07-27,159,160.179993,158.600006,159.070007,3706200,153.23518,160.050003,0.979996
2015-07-24,161.289993,161.929993,159.410004,159.75,3778200,153.89023,159.070007,-0.679993
2015-07-23,160.270004,162.75,159.830002,161.729996,5034200,155.797598,159.75,-1.979996
2015-07-22,162.729996,163.070007,159.699997,160.350006,7181800,154.468227,161.729996,1.37999
2015-07-21,164.339996,166.350006,162.020004,163.070007,13752300,157.088456,160.350006,-2.720001
2015-07-20,172.789993,173.779999,172.139999,173.220001,7377800,166.86614,163.070007,-10.149994
2015-07-17,170.330002,172.520004,170.100006,172.509995,4356400,166.182177,173.220001,0.710006
2015-07-16,169.470001,171.089996,169.160004,171,3529900,164.72757,172.509995,1.509995
2015-07-15,168.479996,169.270004,168,168.529999,1998000,162.348171,171,2.470001
2015-07-14,169.429993,169.539993,168.240005,168.610001,3025300,162.425238,168.529999,-0.080002
2015-07-13,167.929993,169.889999,167.520004,169.380005,4229000,163.166998,168.610001,-0.770004
2015-07-10,165.660004,167.399994,165.520004,166.949997,4538300,160.826125,169.380005,2.430008
2015-07-09,165.339996,165.509995,163.699997,163.850006,4199700,157.839844,166.949997,3.099991
2015-07-08,164,164.940002,162.679993,163.160004,2776300,157.175152,163.850006,0.690002
2015-07-07,164.940002,165.350006,162.229996,165,3549900,158.947655,163.160004,-1.839996
2015-07-06,163.830002,165.229996,163.520004,164.729996,3079800,158.687555,165,0.270004
2015-07-02,165.050003,165.320007,164.419998,165.089996,2852700,159.03435,164.729996,-0.36
2015-07-01,163.970001,165.610001,163.600006,164.490005,3214500,158.456368,165.089996,0.599991
